64050398	tribe-lr1e-6-nofloor-negfrac0.8	/scratch4/workspace/ychittepu_umass_edu-tribe/onpolicy-suite/sweep-gsm8k-3b/tribe-lr1e-6-nofloor-negfrac0.8
64050399	tribe-lr1e-6-nofloor-negfrac1.0	/scratch4/workspace/ychittepu_umass_edu-tribe/onpolicy-suite/sweep-gsm8k-3b/tribe-lr1e-6-nofloor-negfrac1.0
64050400	tribe-lr5e-7-floor-negfrac0.0	/scratch4/workspace/ychittepu_umass_edu-tribe/onpolicy-suite/sweep-gsm8k-3b/tribe-lr5e-7-floor-negfrac0.0
64050401	tribe-lr5e-7-floor-negfrac0.2	/scratch4/workspace/ychittepu_umass_edu-tribe/onpolicy-suite/sweep-gsm8k-3b/tribe-lr5e-7-floor-negfrac0.2
64050402	tribe-lr5e-7-floor-negfrac0.4	/scratch4/workspace/ychittepu_umass_edu-tribe/onpolicy-suite/sweep-gsm8k-3b/tribe-lr5e-7-floor-negfrac0.4
64050403	tribe-lr5e-7-floor-negfrac0.6	/scratch4/workspace/ychittepu_umass_edu-tribe/onpolicy-suite/sweep-gsm8k-3b/tribe-lr5e-7-floor-negfrac0.6
64050404	tribe-lr5e-7-floor-negfrac0.8	/scratch4/workspace/ychittepu_umass_edu-tribe/onpolicy-suite/sweep-gsm8k-3b/tribe-lr5e-7-floor-negfrac0.8
64050405	tribe-lr5e-7-floor-negfrac1.0	/scratch4/workspace/ychittepu_umass_edu-tribe/onpolicy-suite/sweep-gsm8k-3b/tribe-lr5e-7-floor-negfrac1.0
64050406	tribe-lr5e-7-nofloor-negfrac0.0	/scratch4/workspace/ychittepu_umass_edu-tribe/onpolicy-suite/sweep-gsm8k-3b/tribe-lr5e-7-nofloor-negfrac0.0
64050407	tribe-lr5e-7-nofloor-negfrac0.2	/scratch4/workspace/ychittepu_umass_edu-tribe/onpolicy-suite/sweep-gsm8k-3b/tribe-lr5e-7-nofloor-negfrac0.2
64050408	tribe-lr5e-7-nofloor-negfrac0.4	/scratch4/workspace/ychittepu_umass_edu-tribe/onpolicy-suite/sweep-gsm8k-3b/tribe-lr5e-7-nofloor-negfrac0.4
64050409	tribe-lr5e-7-nofloor-negfrac0.6	/scratch4/workspace/ychittepu_umass_edu-tribe/onpolicy-suite/sweep-gsm8k-3b/tribe-lr5e-7-nofloor-negfrac0.6
64050410	tribe-lr5e-7-nofloor-negfrac0.8	/scratch4/workspace/ychittepu_umass_edu-tribe/onpolicy-suite/sweep-gsm8k-3b/tribe-lr5e-7-nofloor-negfrac0.8
64050411	tribe-lr5e-7-nofloor-negfrac1.0	/scratch4/workspace/ychittepu_umass_edu-tribe/onpolicy-suite/sweep-gsm8k-3b/tribe-lr5e-7-nofloor-negfrac1.0
64050412	tribe-lr1e-7-floor-negfrac0.0	/scratch4/workspace/ychittepu_umass_edu-tribe/onpolicy-suite/sweep-gsm8k-3b/tribe-lr1e-7-floor-negfrac0.0
64050413	tribe-lr1e-7-floor-negfrac0.2	/scratch4/workspace/ychittepu_umass_edu-tribe/onpolicy-suite/sweep-gsm8k-3b/tribe-lr1e-7-floor-negfrac0.2
64050414	tribe-lr1e-7-floor-negfrac0.4	/scratch4/workspace/ychittepu_umass_edu-tribe/onpolicy-suite/sweep-gsm8k-3b/tribe-lr1e-7-floor-negfrac0.4
64050415	tribe-lr1e-7-floor-negfrac0.6	/scratch4/workspace/ychittepu_umass_edu-tribe/onpolicy-suite/sweep-gsm8k-3b/tribe-lr1e-7-floor-negfrac0.6
64050416	tribe-lr1e-7-floor-negfrac0.8	/scratch4/workspace/ychittepu_umass_edu-tribe/onpolicy-suite/sweep-gsm8k-3b/tribe-lr1e-7-floor-negfrac0.8
64050417	tribe-lr1e-7-floor-negfrac1.0	/scratch4/workspace/ychittepu_umass_edu-tribe/onpolicy-suite/sweep-gsm8k-3b/tribe-lr1e-7-floor-negfrac1.0
64050418	tribe-lr1e-7-nofloor-negfrac0.0	/scratch4/workspace/ychittepu_umass_edu-tribe/onpolicy-suite/sweep-gsm8k-3b/tribe-lr1e-7-nofloor-negfrac0.0
64050419	tribe-lr1e-7-nofloor-negfrac0.2	/scratch4/workspace/ychittepu_umass_edu-tribe/onpolicy-suite/sweep-gsm8k-3b/tribe-lr1e-7-nofloor-negfrac0.2
64050420	tribe-lr1e-7-nofloor-negfrac0.4	/scratch4/workspace/ychittepu_umass_edu-tribe/onpolicy-suite/sweep-gsm8k-3b/tribe-lr1e-7-nofloor-negfrac0.4
64050421	tribe-lr1e-7-nofloor-negfrac0.6	/scratch4/workspace/ychittepu_umass_edu-tribe/onpolicy-suite/sweep-gsm8k-3b/tribe-lr1e-7-nofloor-negfrac0.6
64050422	tribe-lr1e-7-nofloor-negfrac0.8	/scratch4/workspace/ychittepu_umass_edu-tribe/onpolicy-suite/sweep-gsm8k-3b/tribe-lr1e-7-nofloor-negfrac0.8
64050423	tribe-lr1e-7-nofloor-negfrac1.0	/scratch4/workspace/ychittepu_umass_edu-tribe/onpolicy-suite/sweep-gsm8k-3b/tribe-lr1e-7-nofloor-negfrac1.0
